"Entity","Label","Type","Class"
"unk","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"yes","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"no","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"y","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"u","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"n","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"nr","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"nn","VAX_DENV_WOULD_VAX","text","Preventive Behaviors (PB)"
"yes","WORRY_COVID19","text","Risk Perception (RP)"
"no","WORRY_COVID19","text","Risk Perception (RP)"
"y","WORRY_COVID19","text","Risk Perception (RP)"
"nr","WORRY_COVID19","text","Risk Perception (RP)"
"unk","WORRY_COVID19","text","Risk Perception (RP)"
"n","WORRY_COVID19","text","Risk Perception (RP)"
"high","COVID19_RISK","text","Risk Perception (RP)"
"low","COVID19_RISK","text","Risk Perception (RP)"
"none","COVID19_RISK","text","Risk Perception (RP)"
"l","COVID19_RISK","text","Risk Perception (RP)"
"nr","COVID19_RISK","text","Risk Perception (RP)"
"h","COVID19_RISK","text","Risk Perception (RP)"
"qr","COVID19_RISK","text","Risk Perception (RP)"
"nome","COVID19_RISK","text","Risk Perception (RP)"
"nony","COVID19_RISK","text","Risk Perception (RP)"
"nonl","COVID19_RISK","text","Risk Perception (RP)"
"ngne","COVID19_RISK","text","Risk Perception (RP)"
"noxe","COVID19_RISK","text","Risk Perception (RP)"
"bone","COVID19_RISK","text","Risk Perception (RP)"
"nonw","COVID19_RISK","text","Risk Perception (RP)"
"sr","COVID19_RISK","text","Risk Perception (RP)"
"ntne","COVID19_RISK","text","Risk Perception (RP)"
"nb","COVID19_RISK","text","Risk Perception (RP)"
"jone","COVID19_RISK","text","Risk Perception (RP)"
"high","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"low","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"h","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"l","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none vax","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"nr","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"none dx","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"yr","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"nonf","COVID19_RISK_CHILDREN","text","Risk Perception (RP)"
"sometimes","PHQ1","text","Clinical History (CH)"
"never","PHQ1","text","Clinical History (CH)"
"more than half","PHQ1","text","Clinical History (CH)"
"most days","PHQ1","text","Clinical History (CH)"
"most d","PHQ1","text","Clinical History (CH)"
"somegimes","PHQ1","text","Clinical History (CH)"
"nmver","PHQ1","text","Clinical History (CH)"
"zever","PHQ1","text","Clinical History (CH)"
"sometimec","PHQ1","text","Clinical History (CH)"
"nevei","PHQ1","text","Clinical History (CH)"
"nr","PHQ1","text","Clinical History (CH)"
"nevsr","PHQ1","text","Clinical History (CH)"
"nemer","PHQ1","text","Clinical History (CH)"
"m days","PHQ1","text","Clinical History (CH)"
"neveg","PHQ1","text","Clinical History (CH)"
"nevor","PHQ1","text","Clinical History (CH)"
"nqver","PHQ1","text","Clinical History (CH)"
"somxtimes","PHQ1","text","Clinical History (CH)"
"more t half","PHQ1","text","Clinical History (CH)"
"somepimes","PHQ1","text","Clinical History (CH)"
"nevpr","PHQ1","text","Clinical History (CH)"
"nsver","PHQ1","text","Clinical History (CH)"
"nnver","PHQ1","text","Clinical History (CH)"
"ntver","PHQ1","text","Clinical History (CH)"
"nevec","PHQ1","text","Clinical History (CH)"
"wever","PHQ1","text","Clinical History (CH)"
"oever","PHQ1","text","Clinical History (CH)"
"necer","PHQ1","text","Clinical History (CH)"
"nz","PHQ1","text","Clinical History (CH)"
"nevwr","PHQ1","text","Clinical History (CH)"
"neder","PHQ1","text","Clinical History (CH)"
"ngver","PHQ1","text","Clinical History (CH)"
"uometimes","PHQ1","text","Clinical History (CH)"
"newer","PHQ1","text","Clinical History (CH)"
"nevdr","PHQ1","text","Clinical History (CH)"
"nevea","PHQ1","text","Clinical History (CH)"
"nevqr","PHQ1","text","Clinical History (CH)"
"nevbr","PHQ1","text","Clinical History (CH)"
"sowetimes","PHQ1","text","Clinical History (CH)"
"bever","PHQ1","text","Clinical History (CH)"
"gometimes","PHQ1","text","Clinical History (CH)"
"neveq","PHQ1","text","Clinical History (CH)"
"njver","PHQ1","text","Clinical History (CH)"
"sever","PHQ1","text","Clinical History (CH)"
"neper","PHQ1","text","Clinical History (CH)"
"nzver","PHQ1","text","Clinical History (CH)"
"sometjmes","PHQ1","text","Clinical History (CH)"
"dever","PHQ1","text","Clinical History (CH)"
"neber","PHQ1","text","Clinical History (CH)"
"nkver","PHQ1","text","Clinical History (CH)"
"sometimeg","PHQ1","text","Clinical History (CH)"
"niver","PHQ1","text","Clinical History (CH)"
"jever","PHQ1","text","Clinical History (CH)"
"sometixes","PHQ1","text","Clinical History (CH)"
"nbver","PHQ1","text","Clinical History (CH)"
"sometimea","PHQ1","text","Clinical History (CH)"
"aometimes","PHQ1","text","Clinical History (CH)"
"cever","PHQ1","text","Clinical History (CH)"
"ncver","PHQ1","text","Clinical History (CH)"
"nevyr","PHQ1","text","Clinical History (CH)"
"sovetimes","PHQ1","text","Clinical History (CH)"
"neveh","PHQ1","text","Clinical History (CH)"
"nxver","PHQ1","text","Clinical History (CH)"
"nevxr","PHQ1","text","Clinical History (CH)"
"sometgmes","PHQ1","text","Clinical History (CH)"
"never","PHQ2","text","Clinical History (CH)"
"sometimes","PHQ2","text","Clinical History (CH)"
"niver","PHQ2","text","Clinical History (CH)"
"vever","PHQ2","text","Clinical History (CH)"
"neher","PHQ2","text","Clinical History (CH)"
"nevem","PHQ2","text","Clinical History (CH)"
"more than half","PHQ2","text","Clinical History (CH)"
"most days","PHQ2","text","Clinical History (CH)"
"aever","PHQ2","text","Clinical History (CH)"
"nevej","PHQ2","text","Clinical History (CH)"
"nevez","PHQ2","text","Clinical History (CH)"
"nevyr","PHQ2","text","Clinical History (CH)"
"soaetimes","PHQ2","text","Clinical History (CH)"
"nr","PHQ2","text","Clinical History (CH)"
"m days","PHQ2","text","Clinical History (CH)"
"sometiles","PHQ2","text","Clinical History (CH)"
"nevee","PHQ2","text","Clinical History (CH)"
"sometimem","PHQ2","text","Clinical History (CH)"
"nefer","PHQ2","text","Clinical History (CH)"
"neves","PHQ2","text","Clinical History (CH)"
"pometimes","PHQ2","text","Clinical History (CH)"
"sometimqs","PHQ2","text","Clinical History (CH)"
"ndver","PHQ2","text","Clinical History (CH)"
"neler","PHQ2","text","Clinical History (CH)"
"nevgr","PHQ2","text","Clinical History (CH)"
"nfver","PHQ2","text","Clinical History (CH)"
"somatimes","PHQ2","text","Clinical History (CH)"
"neveb","PHQ2","text","Clinical History (CH)"
"nevew","PHQ2","text","Clinical History (CH)"
"qever","PHQ2","text","Clinical History (CH)"
"nevqr","PHQ2","text","Clinical History (CH)"
"most d","PHQ2","text","Clinical History (CH)"
"somejimes","PHQ2","text","Clinical History (CH)"
"wever","PHQ2","text","Clinical History (CH)"
"nqver","PHQ2","text","Clinical History (CH)"
"neyer","PHQ2","text","Clinical History (CH)"
"nevzr","PHQ2","text","Clinical History (CH)"
"hever","PHQ2","text","Clinical History (CH)"
"nevur","PHQ2","text","Clinical History (CH)"
"sometimel","PHQ2","text","Clinical History (CH)"
"nevel","PHQ2","text","Clinical History (CH)"
"neser","PHQ2","text","Clinical History (CH)"
"nevea","PHQ2","text","Clinical History (CH)"
"souetimes","PHQ2","text","Clinical History (CH)"
"sovetimes","PHQ2","text","Clinical History (CH)"
"nevcr","PHQ2","text","Clinical History (CH)"
"nevex","PHQ2","text","Clinical History (CH)"
"nevar","PHQ2","text","Clinical History (CH)"
"neveo","PHQ2","text","Clinical History (CH)"
"sohetimes","PHQ2","text","Clinical History (CH)"
"nexer","PHQ2","text","Clinical History (CH)"
"nevlr","PHQ2","text","Clinical History (CH)"
"sometimer","PHQ2","text","Clinical History (CH)"
"nevdr","PHQ2","text","Clinical History (CH)"
"zever","PHQ2","text","Clinical History (CH)"
"gometimes","PHQ2","text","Clinical History (CH)"
"nevep","PHQ2","text","Clinical History (CH)"
"dometimes","PHQ2","text","Clinical History (CH)"
"nbver","PHQ2","text","Clinical History (CH)"
"nevxr","PHQ2","text","Clinical History (CH)"
"sometikes","PHQ2","text","Clinical History (CH)"
"sometimet","PHQ2","text","Clinical History (CH)"
"neper","PHQ2","text","Clinical History (CH)"
"lever","PHQ2","text","Clinical History (CH)"
"oever","PHQ2","text","Clinical History (CH)"
"nevek","PHQ2","text","Clinical History (CH)"
"jometimes","PHQ2","text","Clinical History (CH)"
"nmver","PHQ2","text","Clinical History (CH)"
"tever","PHQ2","text","Clinical History (CH)"
"zore than half","PHQ2","text","Clinical History (CH)"
"nyver","PHQ2","text","Clinical History (CH)"
"nover","PHQ2","text","Clinical History (CH)"
"nsver","PHQ2","text","Clinical History (CH)"
"wometimes","PHQ2","text","Clinical History (CH)"
"nevvr","PHQ2","text","Clinical History (CH)"
"nevsr","PHQ2","text","Clinical History (CH)"
"nzver","PHQ2","text","Clinical History (CH)"
"nevpr","PHQ2","text","Clinical History (CH)"
"jever","PHQ2","text","Clinical History (CH)"
"nevwr","PHQ2","text","Clinical History (CH)"
"sometgmes","PHQ2","text","Clinical History (CH)"
"uever","PHQ2","text","Clinical History (CH)"
"soeetimes","PHQ2","text","Clinical History (CH)"
"nxver","PHQ2","text","Clinical History (CH)"
"neber","PHQ2","text","Clinical History (CH)"
"gever","PHQ2","text","Clinical History (CH)"
"never","GAD1","text","Clinical History (CH)"
"sometimes","GAD1","text","Clinical History (CH)"
"most days","GAD1","text","Clinical History (CH)"
"rever","GAD1","text","Clinical History (CH)"
"yever","GAD1","text","Clinical History (CH)"
"sever","GAD1","text","Clinical History (CH)"
"more than half","GAD1","text","Clinical History (CH)"
"nevfr","GAD1","text","Clinical History (CH)"
"gometimes","GAD1","text","Clinical History (CH)"
"m days","GAD1","text","Clinical History (CH)"
"nr","GAD1","text","Clinical History (CH)"
"nevnr","GAD1","text","Clinical History (CH)"
"nevez","GAD1","text","Clinical History (CH)"
"nqver","GAD1","text","Clinical History (CH)"
"nwver","GAD1","text","Clinical History (CH)"
"more t half","GAD1","text","Clinical History (CH)"
"sometiqes","GAD1","text","Clinical History (CH)"
"sometlmes","GAD1","text","Clinical History (CH)"
"someqimes","GAD1","text","Clinical History (CH)"
"jever","GAD1","text","Clinical History (CH)"
"aever","GAD1","text","Clinical History (CH)"
"sometimzs","GAD1","text","Clinical History (CH)"
"nover","GAD1","text","Clinical History (CH)"
"somesimes","GAD1","text","Clinical History (CH)"
"nemer","GAD1","text","Clinical History (CH)"
"neter","GAD1","text","Clinical History (CH)"
"nevek","GAD1","text","Clinical History (CH)"
"ssmetimes","GAD1","text","Clinical History (CH)"
"sohetimes","GAD1","text","Clinical History (CH)"
"nener","GAD1","text","Clinical History (CH)"
"xever","GAD1","text","Clinical History (CH)"
"neeer","GAD1","text","Clinical History (CH)"
"sometimec","GAD1","text","Clinical History (CH)"
"neper","GAD1","text","Clinical History (CH)"
"nevir","GAD1","text","Clinical History (CH)"
"most d","GAD1","text","Clinical History (CH)"
"ndver","GAD1","text","Clinical History (CH)"
"neger","GAD1","text","Clinical History (CH)"
"tever","GAD1","text","Clinical History (CH)"
"nevlr","GAD1","text","Clinical History (CH)"
"sometimjs","GAD1","text","Clinical History (CH)"
"neveq","GAD1","text","Clinical History (CH)"
"nerer","GAD1","text","Clinical History (CH)"
"necer","GAD1","text","Clinical History (CH)"
"sometimts","GAD1","text","Clinical History (CH)"
"yore than half","GAD1","text","Clinical History (CH)"
"neved","GAD1","text","Clinical History (CH)"
"neder","GAD1","text","Clinical History (CH)"
"sometgmes","GAD1","text","Clinical History (CH)"
"sometives","GAD1","text","Clinical History (CH)"
"nezer","GAD1","text","Clinical History (CH)"
"sometimer","GAD1","text","Clinical History (CH)"
"niver","GAD1","text","Clinical History (CH)"
"oever","GAD1","text","Clinical History (CH)"
"uometimes","GAD1","text","Clinical History (CH)"
"ntver","GAD1","text","Clinical History (CH)"
"nevew","GAD1","text","Clinical History (CH)"
"npver","GAD1","text","Clinical History (CH)"
"sometimls","GAD1","text","Clinical History (CH)"
"neber","GAD1","text","Clinical History (CH)"
"fometimes","GAD1","text","Clinical History (CH)"
"nevpr","GAD1","text","Clinical History (CH)"
"nevzr","GAD1","text","Clinical History (CH)"
"nevjr","GAD1","text","Clinical History (CH)"
"nevep","GAD1","text","Clinical History (CH)"
"neier","GAD1","text","Clinical History (CH)"
"sombtimes","GAD1","text","Clinical History (CH)"
"nevar","GAD1","text","Clinical History (CH)"
"nvver","GAD1","text","Clinical History (CH)"
"njver","GAD1","text","Clinical History (CH)"
"nevyr","GAD1","text","Clinical History (CH)"
"nsver","GAD1","text","Clinical History (CH)"
"nevee","GAD1","text","Clinical History (CH)"
"svmetimes","GAD1","text","Clinical History (CH)"
"someximes","GAD1","text","Clinical History (CH)"
"nevef","GAD1","text","Clinical History (CH)"
"nevmr","GAD1","text","Clinical History (CH)"
"neveo","GAD1","text","Clinical History (CH)"
"never","GAD2","text","Clinical History (CH)"
"sometimes","GAD2","text","Clinical History (CH)"
"most days","GAD2","text","Clinical History (CH)"
"sometimys","GAD2","text","Clinical History (CH)"
"nemer","GAD2","text","Clinical History (CH)"
"nr","GAD2","text","Clinical History (CH)"
"nevnr","GAD2","text","Clinical History (CH)"
"nevtr","GAD2","text","Clinical History (CH)"
"ndver","GAD2","text","Clinical History (CH)"
"nyver","GAD2","text","Clinical History (CH)"
"neber","GAD2","text","Clinical History (CH)"
"more than half","GAD2","text","Clinical History (CH)"
"soxetimes","GAD2","text","Clinical History (CH)"
"nefer","GAD2","text","Clinical History (CH)"
"nevgr","GAD2","text","Clinical History (CH)"
"nzver","GAD2","text","Clinical History (CH)"
"nerer","GAD2","text","Clinical History (CH)"
"eever","GAD2","text","Clinical History (CH)"
"tever","GAD2","text","Clinical History (CH)"
"nevep","GAD2","text","Clinical History (CH)"
"nevmr","GAD2","text","Clinical History (CH)"
"nnver","GAD2","text","Clinical History (CH)"
"qever","GAD2","text","Clinical History (CH)"
"somelimes","GAD2","text","Clinical History (CH)"
"neder","GAD2","text","Clinical History (CH)"
"somwtimes","GAD2","text","Clinical History (CH)"
"nevee","GAD2","text","Clinical History (CH)"
"neser","GAD2","text","Clinical History (CH)"
"necer","GAD2","text","Clinical History (CH)"
"nezer","GAD2","text","Clinical History (CH)"
"neqer","GAD2","text","Clinical History (CH)"
"sommtimes","GAD2","text","Clinical History (CH)"
"sever","GAD2","text","Clinical History (CH)"
"neven","GAD2","text","Clinical History (CH)"
"naver","GAD2","text","Clinical History (CH)"
"nevdr","GAD2","text","Clinical History (CH)"
"njver","GAD2","text","Clinical History (CH)"
"nevei","GAD2","text","Clinical History (CH)"
"somekimes","GAD2","text","Clinical History (CH)"
"nevpr","GAD2","text","Clinical History (CH)"
"iever","GAD2","text","Clinical History (CH)"
"nevez","GAD2","text","Clinical History (CH)"
"nevir","GAD2","text","Clinical History (CH)"
"nwver","GAD2","text","Clinical History (CH)"
"nbver","GAD2","text","Clinical History (CH)"
"neker","GAD2","text","Clinical History (CH)"
"nevkr","GAD2","text","Clinical History (CH)"
"nevec","GAD2","text","Clinical History (CH)"
"oever","GAD2","text","Clinical History (CH)"
"nover","GAD2","text","Clinical History (CH)"
"lever","GAD2","text","Clinical History (CH)"
"neper","GAD2","text","Clinical History (CH)"
"sometimss","GAD2","text","Clinical History (CH)"
"sometimeo","GAD2","text","Clinical History (CH)"
"nevrr","GAD2","text","Clinical History (CH)"
"sometimex","GAD2","text","Clinical History (CH)"
"neyer","GAD2","text","Clinical History (CH)"
"nevfr","GAD2","text","Clinical History (CH)"
"sometimvs","GAD2","text","Clinical History (CH)"
"nevek","GAD2","text","Clinical History (CH)"
"more t half","GAD2","text","Clinical History (CH)"
"vever","GAD2","text","Clinical History (CH)"
"neler","GAD2","text","Clinical History (CH)"
"m days","GAD2","text","Clinical History (CH)"
"kever","GAD2","text","Clinical History (CH)"
"hever","GAD2","text","Clinical History (CH)"
"nlver","GAD2","text","Clinical History (CH)"
"nevea","GAD2","text","Clinical History (CH)"
"sometihes","GAD2","text","Clinical History (CH)"
"nevex","GAD2","text","Clinical History (CH)"
"nevur","GAD2","text","Clinical History (CH)"
"most d","GAD2","text","Clinical History (CH)"
"nvver","GAD2","text","Clinical History (CH)"
"xever","GAD2","text","Clinical History (CH)"
"yes","HM1_PRESENT","text","Disparity Indicators (DI)"
"no","HM1_PRESENT","text","Disparity Indicators (DI)"
"y","HM1_PRESENT","text","Disparity Indicators (DI)"
"n","HM1_PRESENT","text","Disparity Indicators (DI)"
"yes","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligible","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"n eligible","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligiblg","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"nr","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"not epigible","HM1_PARTICIPATE","text","Disparity Indicators (DI)"
"female","HM1_SEX","text","Disparity Indicators (DI)"
"male","HM1_SEX","text","Disparity Indicators (DI)"
"lale","HM1_SEX","text","Disparity Indicators (DI)"
"fvmale","HM1_SEX","text","Disparity Indicators (DI)"
"feoale","HM1_SEX","text","Disparity Indicators (DI)"
"fqmale","HM1_SEX","text","Disparity Indicators (DI)"
"femaqe","HM1_SEX","text","Disparity Indicators (DI)"
"femyle","HM1_SEX","text","Disparity Indicators (DI)"
"fymale","HM1_SEX","text","Disparity Indicators (DI)"
"femalf","HM1_SEX","text","Disparity Indicators (DI)"
"aale","HM1_SEX","text","Disparity Indicators (DI)"
"femaie","HM1_SEX","text","Disparity Indicators (DI)"
"femule","HM1_SEX","text","Disparity Indicators (DI)"
"fexale","HM1_SEX","text","Disparity Indicators (DI)"
"femsle","HM1_SEX","text","Disparity Indicators (DI)"
"cemale","HM1_SEX","text","Disparity Indicators (DI)"
"maqe","HM1_SEX","text","Disparity Indicators (DI)"
"yemale","HM1_SEX","text","Disparity Indicators (DI)"
"femjle","HM1_SEX","text","Disparity Indicators (DI)"
"gemale","HM1_SEX","text","Disparity Indicators (DI)"
"frmale","HM1_SEX","text","Disparity Indicators (DI)"
"ferale","HM1_SEX","text","Disparity Indicators (DI)"
"fetale","HM1_SEX","text","Disparity Indicators (DI)"
"malb","HM1_SEX","text","Disparity Indicators (DI)"
"femace","HM1_SEX","text","Disparity Indicators (DI)"
"femame","HM1_SEX","text","Disparity Indicators (DI)"
"pemale","HM1_SEX","text","Disparity Indicators (DI)"
"other","HM1_SEX","text","Disparity Indicators (DI)"
"femwle","HM1_SEX","text","Disparity Indicators (DI)"
"femlle","HM1_SEX","text","Disparity Indicators (DI)"
"fekale","HM1_SEX","text","Disparity Indicators (DI)"
"femalp","HM1_SEX","text","Disparity Indicators (DI)"
"femaze","HM1_SEX","text","Disparity Indicators (DI)"
"feuale","HM1_SEX","text","Disparity Indicators (DI)"
"semale","HM1_SEX","text","Disparity Indicators (DI)"
"femase","HM1_SEX","text","Disparity Indicators (DI)"
"ffmale","HM1_SEX","text","Disparity Indicators (DI)"
"fwmale","HM1_SEX","text","Disparity Indicators (DI)"
"feeale","HM1_SEX","text","Disparity Indicators (DI)"
"vemale","HM1_SEX","text","Disparity Indicators (DI)"
"femalj","HM1_SEX","text","Disparity Indicators (DI)"
"femkle","HM1_SEX","text","Disparity Indicators (DI)"
"made","HM1_SEX","text","Disparity Indicators (DI)"
"femalc","HM1_SEX","text","Disparity Indicators (DI)"
"mafe","HM1_SEX","text","Disparity Indicators (DI)"
"femdle","HM1_SEX","text","Disparity Indicators (DI)"
"femade","HM1_SEX","text","Disparity Indicators (DI)"
"malo","HM1_SEX","text","Disparity Indicators (DI)"
"femqle","HM1_SEX","text","Disparity Indicators (DI)"
"fgmale","HM1_SEX","text","Disparity Indicators (DI)"
"maue","HM1_SEX","text","Disparity Indicators (DI)"
"mape","HM1_SEX","text","Disparity Indicators (DI)"
"fedale","HM1_SEX","text","Disparity Indicators (DI)"
"zale","HM1_SEX","text","Disparity Indicators (DI)"
"tale","HM1_SEX","text","Disparity Indicators (DI)"
"temale","HM1_SEX","text","Disparity Indicators (DI)"
"sale","HM1_SEX","text","Disparity Indicators (DI)"
"mace","HM1_SEX","text","Disparity Indicators (DI)"
"femaje","HM1_SEX","text","Disparity Indicators (DI)"
"femrle","HM1_SEX","text","Disparity Indicators (DI)"
"femali","HM1_SEX","text","Disparity Indicators (DI)"
"mnle","HM1_SEX","text","Disparity Indicators (DI)"
"demale","HM1_SEX","text","Disparity Indicators (DI)"
"fkmale","HM1_SEX","text","Disparity Indicators (DI)"
"mare","HM1_SEX","text","Disparity Indicators (DI)"
"mave","HM1_SEX","text","Disparity Indicators (DI)"
"mole","HM1_SEX","text","Disparity Indicators (DI)"
"femage","HM1_SEX","text","Disparity Indicators (DI)"
"femcle","HM1_SEX","text","Disparity Indicators (DI)"
"femalx","HM1_SEX","text","Disparity Indicators (DI)"
"felale","HM1_SEX","text","Disparity Indicators (DI)"
"zemale","HM1_SEX","text","Disparity Indicators (DI)"
"malw","HM1_SEX","text","Disparity Indicators (DI)"
"femall","HM1_SEX","text","Disparity Indicators (DI)"
"oemale","HM1_SEX","text","Disparity Indicators (DI)"
"mrle","HM1_SEX","text","Disparity Indicators (DI)"
"fepale","HM1_SEX","text","Disparity Indicators (DI)"
"femaoe","HM1_SEX","text","Disparity Indicators (DI)"
"mule","HM1_SEX","text","Disparity Indicators (DI)"
"femane","HM1_SEX","text","Disparity Indicators (DI)"
"femake","HM1_SEX","text","Disparity Indicators (DI)"
"mala","HM1_SEX","text","Disparity Indicators (DI)"
"femaue","HM1_SEX","text","Disparity Indicators (DI)"
"myle","HM1_SEX","text","Disparity Indicators (DI)"
"femalv","HM1_SEX","text","Disparity Indicators (DI)"
"fhmale","HM1_SEX","text","Disparity Indicators (DI)"
"mabe","HM1_SEX","text","Disparity Indicators (DI)"
"maee","HM1_SEX","text","Disparity Indicators (DI)"
"femnle","HM1_SEX","text","Disparity Indicators (DI)"
"fehale","HM1_SEX","text","Disparity Indicators (DI)"
"uemale","HM1_SEX","text","Disparity Indicators (DI)"
"femtle","HM1_SEX","text","Disparity Indicators (DI)"
"mlle","HM1_SEX","text","Disparity Indicators (DI)"
"maae","HM1_SEX","text","Disparity Indicators (DI)"
"qale","HM1_SEX","text","Disparity Indicators (DI)"
"femalo","HM1_SEX","text","Disparity Indicators (DI)"
"femaye","HM1_SEX","text","Disparity Indicators (DI)"
"fcmale","HM1_SEX","text","Disparity Indicators (DI)"
"dale","HM1_SEX","text","Disparity Indicators (DI)"
"no","HM2_PRESENT","text","Disparity Indicators (DI)"
"yes","HM2_PRESENT","text","Disparity Indicators (DI)"
"n","HM2_PRESENT","text","Disparity Indicators (DI)"
"y","HM2_PRESENT","text","Disparity Indicators (DI)"
"not eligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"yes","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"no","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"y","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"n eligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"n","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not nligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligibse","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"unk","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not tligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not vligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not efigible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not eligiblh","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not elegible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not fligible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"not exigible","HM2_PARTICIPATE","text","Disparity Indicators (DI)"
"female","HM2_SEX","text","Disparity Indicators (DI)"
"male","HM2_SEX","text","Disparity Indicators (DI)"
"feaale","HM2_SEX","text","Disparity Indicators (DI)"
"malc","HM2_SEX","text","Disparity Indicators (DI)"
"fefale","HM2_SEX","text","Disparity Indicators (DI)"
"femalj","HM2_SEX","text","Disparity Indicators (DI)"
"femade","HM2_SEX","text","Disparity Indicators (DI)"
"malj","HM2_SEX","text","Disparity Indicators (DI)"
"malk","HM2_SEX","text","Disparity Indicators (DI)"
"gemale","HM2_SEX","text","Disparity Indicators (DI)"
"maxe","HM2_SEX","text","Disparity Indicators (DI)"
"femare","HM2_SEX","text","Disparity Indicators (DI)"
"maly","HM2_SEX","text","Disparity Indicators (DI)"
"mare","HM2_SEX","text","Disparity Indicators (DI)"
"mkle","HM2_SEX","text","Disparity Indicators (DI)"
"fezale","HM2_SEX","text","Disparity Indicators (DI)"
"oemale","HM2_SEX","text","Disparity Indicators (DI)"
"fymale","HM2_SEX","text","Disparity Indicators (DI)"
"rale","HM2_SEX","text","Disparity Indicators (DI)"
"femfle","HM2_SEX","text","Disparity Indicators (DI)"
"demale","HM2_SEX","text","Disparity Indicators (DI)"
"maee","HM2_SEX","text","Disparity Indicators (DI)"
"malw","HM2_SEX","text","Disparity Indicators (DI)"
"maye","HM2_SEX","text","Disparity Indicators (DI)"
"fpmale","HM2_SEX","text","Disparity Indicators (DI)"
"mals","HM2_SEX","text","Disparity Indicators (DI)"
"famale","HM2_SEX","text","Disparity Indicators (DI)"
"gale","HM2_SEX","text","Disparity Indicators (DI)"
"maoe","HM2_SEX","text","Disparity Indicators (DI)"
"aemale","HM2_SEX","text","Disparity Indicators (DI)"
"ferale","HM2_SEX","text","Disparity Indicators (DI)"
"femaze","HM2_SEX","text","Disparity Indicators (DI)"
"fetale","HM2_SEX","text","Disparity Indicators (DI)"
"femase","HM2_SEX","text","Disparity Indicators (DI)"
"femala","HM2_SEX","text","Disparity Indicators (DI)"
"maqe","HM2_SEX","text","Disparity Indicators (DI)"
"femawe","HM2_SEX","text","Disparity Indicators (DI)"
"maae","HM2_SEX","text","Disparity Indicators (DI)"
"mple","HM2_SEX","text","Disparity Indicators (DI)"
"femlle","HM2_SEX","text","Disparity Indicators (DI)"
"jemale","HM2_SEX","text","Disparity Indicators (DI)"
"femafe","HM2_SEX","text","Disparity Indicators (DI)"
"malp","HM2_SEX","text","Disparity Indicators (DI)"
"mace","HM2_SEX","text","Disparity Indicators (DI)"
"mate","HM2_SEX","text","Disparity Indicators (DI)"
"femalr","HM2_SEX","text","Disparity Indicators (DI)"
"temale","HM2_SEX","text","Disparity Indicators (DI)"
"femall","HM2_SEX","text","Disparity Indicators (DI)"
"maue","HM2_SEX","text","Disparity Indicators (DI)"
"maje","HM2_SEX","text","Disparity Indicators (DI)"
"fomale","HM2_SEX","text","Disparity Indicators (DI)"
"mzle","HM2_SEX","text","Disparity Indicators (DI)"
"mase","HM2_SEX","text","Disparity Indicators (DI)"
"fdmale","HM2_SEX","text","Disparity Indicators (DI)"
"malr","HM2_SEX","text","Disparity Indicators (DI)"
"fcmale","HM2_SEX","text","Disparity Indicators (DI)"
