"Entity","Label","Type","Class"
"sometimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"never","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"always","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"algays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"clways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"llways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aliays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwavs","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"hlways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aleays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nyver","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nf","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevwr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"ajways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"rometimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayc","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aqways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayq","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevee","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevey","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwgys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwafs","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"zlways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwaqs","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"abways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"pometimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwnys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwaes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwrys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevew","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alsays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"klways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwxys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aljays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"somhtimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"sometrmes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayv","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwaks","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"sometices","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"sometimxs","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwlys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"blways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"ssmetimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nbver","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"inside","STUDY_LOCATION","text","Risk Indicator (RI)"
"both","STUDY_LOCATION","text","Risk Indicator (RI)"
"insise","STUDY_LOCATION","text","Risk Indicator (RI)"
"outside","STUDY_LOCATION","text","Risk Indicator (RI)"
"b","STUDY_LOCATION","text","Risk Indicator (RI)"
"insvde","STUDY_LOCATION","text","Risk Indicator (RI)"
"inride","STUDY_LOCATION","text","Risk Indicator (RI)"
"ivside","STUDY_LOCATION","text","Risk Indicator (RI)"
"enside","STUDY_LOCATION","text","Risk Indicator (RI)"
"idside","STUDY_LOCATION","text","Risk Indicator (RI)"
"anside","STUDY_LOCATION","text","Risk Indicator (RI)"
"gnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insede","STUDY_LOCATION","text","Risk Indicator (RI)"
"insife","STUDY_LOCATION","text","Risk Indicator (RI)"
"qnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"iwside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insile","STUDY_LOCATION","text","Risk Indicator (RI)"
"ijside","STUDY_LOCATION","text","Risk Indicator (RI)"
"inkide","STUDY_LOCATION","text","Risk Indicator (RI)"
"pnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insire","STUDY_LOCATION","text","Risk Indicator (RI)"
"inspde","STUDY_LOCATION","text","Risk Indicator (RI)"
"lnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"inssde","STUDY_LOCATION","text","Risk Indicator (RI)"
"outsidh","STUDY_LOCATION","text","Risk Indicator (RI)"
"inzide","STUDY_LOCATION","text","Risk Indicator (RI)"
"insiye","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidy","STUDY_LOCATION","text","Risk Indicator (RI)"
"insnde","STUDY_LOCATION","text","Risk Indicator (RI)"
"nr","STUDY_LOCATION","text","Risk Indicator (RI)"
"none","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"xone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ncne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"unk","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"some","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"kone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nona","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"a","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"njne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nr","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonn","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"pone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"shme","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"scme","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonj","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nane","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"eome","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"lone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"sone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nome","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"u","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonm","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noge","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"somy","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"sgme","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonc","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonv","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"sometimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"always","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"never","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevgr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwads","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neser","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"jometimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"acways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sametimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwgys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwjys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"bever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"naver","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"uever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neveo","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"soxetimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"ajways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwxys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"somdtimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"flways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwmys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"mlways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"wlways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwayo","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometimps","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neved","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevkr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nrver","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alrays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwars","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"ulways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwkys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometimev","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevex","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alzays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neoer","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"somptimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometemes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwpys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"yes","INSURANCE","text","Disparity Indicators (DI)"
"y","INSURANCE","text","Disparity Indicators (DI)"
"no","INSURANCE","text","Disparity Indicators (DI)"
"n","INSURANCE","text","Disparity Indicators (DI)"
"unk","INSURANCE","text","Disparity Indicators (DI)"
"nr","INSURANCE","text","Disparity Indicators (DI)"
"no","PREGNANT","text","Disparity Indicators (DI)"
"n","PREGNANT","text","Disparity Indicators (DI)"
"yes","PREGNANT","text","Disparity Indicators (DI)"
"nr","PREGNANT","text","Disparity Indicators (DI)"
"gr","PREGNANT","text","Disparity Indicators (DI)"
"y","PREGNANT","text","Disparity Indicators (DI)"
"unk","PREGNANT","text","Disparity Indicators (DI)"
"n","VAX_FLU","text","Preventive Behaviors (PB)"
"no","VAX_FLU","text","Preventive Behaviors (PB)"
"yes","VAX_FLU","text","Preventive Behaviors (PB)"
"y","VAX_FLU","text","Preventive Behaviors (PB)"
"unk","VAX_FLU","text","Preventive Behaviors (PB)"
"nr","VAX_FLU","text","Preventive Behaviors (PB)"
"mr","VAX_FLU","text","Preventive Behaviors (PB)"
"no","COVID_POSITIVE","text","Clinical History (CH)"
"yes","COVID_POSITIVE","text","Clinical History (CH)"
"n","COVID_POSITIVE","text","Clinical History (CH)"
"y","COVID_POSITIVE","text","Clinical History (CH)"
"nr","COVID_POSITIVE","text","Clinical History (CH)"
"unk","COVID_POSITIVE","text","Clinical History (CH)"
"yes","COVID_VAX","text","Preventive Behaviors (PB)"
"y","COVID_VAX","text","Preventive Behaviors (PB)"
"no","COVID_VAX","text","Preventive Behaviors (PB)"
"nr","COVID_VAX","text","Preventive Behaviors (PB)"
"n","COVID_VAX","text","Preventive Behaviors (PB)"
"k doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosjs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosvs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"1 dose","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"a doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"u doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosns","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"e doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"d doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosrs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"j doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dtses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dases","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dcses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"q doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dosew","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"s doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"i doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"o doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 deses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dopes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doyes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosgs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doshs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"z doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doseg","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dgses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 loses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"l doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosos","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"g doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dvses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dlses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"v doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"nr","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 noses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosws","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 qoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dores","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 toses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dooes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosee","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"1 dobe","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"x doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dqses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"n doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosev","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dfses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"f doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"m doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"r doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"p doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosws","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"t doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doshs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"b doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosts","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 zoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dnses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosps","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"c doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 ooses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dooes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"w doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doges","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 foses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 joses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dyses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"y doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doqes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosex","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dgses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doxes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosez","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 ddses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dohes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"unk","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 xoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"no","ILL0","text","Clinical History (CH)"
"n","ILL0","text","Clinical History (CH)"
"yes","ILL0","text","Clinical History (CH)"
"nr","ILL0","text","Clinical History (CH)"
"y","ILL0","text","Clinical History (CH)"
"unk","ILL0","text","Clinical History (CH)"
"ir","ILL0","text","Clinical History (CH)"
"n","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"no","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"yes","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"y","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"no","ILL0_HOSPITALIZED","text","Clinical History (CH)"
"n","ILL0_HOSPITALIZED","text","Clinical History (CH)"
"no","ILL1","text","Clinical History (CH)"
"n","ILL1","text","Clinical History (CH)"
"yes","ILL1","text","Clinical History (CH)"
"y","ILL1","text","Clinical History (CH)"
"nr","ILL1","text","Clinical History (CH)"
"tr","ILL1","text","Clinical History (CH)"
"yes","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"no","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"nr","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"n","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"y","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"no","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"n","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"yes","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"nr","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"sometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"daily","BITE_FREQUENCY","text","Risk Perception (RP)"
"never","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekly","BITE_FREQUENCY","text","Risk Perception (RP)"
"maily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelx","BITE_FREQUENCY","text","Risk Perception (RP)"
"someiimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelh","BITE_FREQUENCY","text","Risk Perception (RP)"
"skmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sbmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"nr","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometgmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"raqely","BITE_FREQUENCY","text","Risk Perception (RP)"
"aaily","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimts","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimed","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelc","BITE_FREQUENCY","text","Risk Perception (RP)"
"raredy","BITE_FREQUENCY","text","Risk Perception (RP)"
"parely","BITE_FREQUENCY","text","Risk Perception (RP)"
"djily","BITE_FREQUENCY","text","Risk Perception (RP)"
"jever","BITE_FREQUENCY","text","Risk Perception (RP)"
"haily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelw","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareln","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarevy","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevor","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometlmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometfmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareny","BITE_FREQUENCY","text","Risk Perception (RP)"
"ranely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelg","BITE_FREQUENCY","text","Risk Perception (RP)"
"someximes","BITE_FREQUENCY","text","Risk Perception (RP)"
"varely","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevej","BITE_FREQUENCY","text","Risk Perception (RP)"
"rzrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"aarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimet","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometizes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarzly","BITE_FREQUENCY","text","Risk Perception (RP)"
"dever","BITE_FREQUENCY","text","Risk Perception (RP)"
"yometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimss","BITE_FREQUENCY","text","Risk Perception (RP)"
"dally","BITE_FREQUENCY","text","Risk Perception (RP)"
"warely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimee","BITE_FREQUENCY","text","Risk Perception (RP)"
"tarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarefy","BITE_FREQUENCY","text","Risk Perception (RP)"
"daqly","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelq","BITE_FREQUENCY","text","Risk Perception (RP)"
"wejkly","BITE_FREQUENCY","text","Risk Perception (RP)"
"dvily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareld","BITE_FREQUENCY","text","Risk Perception (RP)"
"ssmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sonetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"daify","BITE_FREQUENCY","text","Risk Perception (RP)"
"raoely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelm","BITE_FREQUENCY","text","Risk Perception (RP)"
"somytimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"xometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sever","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimbs","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometites","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimvs","BITE_FREQUENCY","text","Risk Perception (RP)"
"nemer","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarqly","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekoy","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevnr","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometpmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailc","BITE_FREQUENCY","text","Risk Perception (RP)"
"yever","BITE_FREQUENCY","text","Risk Perception (RP)"
"narely","BITE_FREQUENCY","text","Risk Perception (RP)"
"weetly","BITE_FREQUENCY","text","Risk Perception (RP)"
"rhrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimzs","BITE_FREQUENCY","text","Risk Perception (RP)"
"raraly","BITE_FREQUENCY","text","Risk Perception (RP)"
"ramely","BITE_FREQUENCY","text","Risk Perception (RP)"
"fometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"carely","BITE_FREQUENCY","text","Risk Perception (RP)"
"mometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareuy","BITE_FREQUENCY","text","Risk Perception (RP)"
"somktimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dauly","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevtr","BITE_FREQUENCY","text","Risk Perception (RP)"
"somwtimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"wometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dakly","BITE_FREQUENCY","text","Risk Perception (RP)"
"dairy","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometymes","BITE_FREQUENCY","text","Risk Perception (RP)"
"nener","BITE_FREQUENCY","text","Risk Perception (RP)"
"ravely","BITE_FREQUENCY","text","Risk Perception (RP)"
"jometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rurely","BITE_FREQUENCY","text","Risk Perception (RP)"
"somftimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"nxver","BITE_FREQUENCY","text","Risk Perception (RP)"
"somttimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelr","BITE_FREQUENCY","text","Risk Perception (RP)"
"rdrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"dainy","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometiaes","BITE_FREQUENCY","text","Risk Perception (RP)"
"ndver","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarery","BITE_FREQUENCY","text","Risk Perception (RP)"
"rapely","BITE_FREQUENCY","text","Risk Perception (RP)"
"dqily","BITE_FREQUENCY","text","Risk Perception (RP)"
"qarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"raruly","BITE_FREQUENCY","text","Risk Perception (RP)"
"nqver","BITE_FREQUENCY","text","Risk Perception (RP)"
"caily","BITE_FREQUENCY","text","Risk Perception (RP)"
"raxely","BITE_FREQUENCY","text","Risk Perception (RP)"
"ntver","BITE_FREQUENCY","text","Risk Perception (RP)"
"neaer","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevlr","BITE_FREQUENCY","text","Risk Perception (RP)"
"no","HX_DENV","text","Risk Perception (RP)"
"yes","HX_DENV","text","Risk Perception (RP)"
"unk","HX_DENV","text","Risk Perception (RP)"
"n","HX_DENV","text","Risk Perception (RP)"
"y","HX_DENV","text","Risk Perception (RP)"
"nr","HX_DENV","text","Risk Perception (RP)"
"no","HX_DENV_KNOWN","text","Risk Perception (RP)"
"yes","HX_DENV_KNOWN","text","Risk Perception (RP)"
"unk","HX_DENV_KNOWN","text","Risk Perception (RP)"
"n","HX_DENV_KNOWN","text","Risk Perception (RP)"
"y","HX_DENV_KNOWN","text","Risk Perception (RP)"
"nr","HX_DENV_KNOWN","text","Risk Perception (RP)"
"u","HX_DENV_KNOWN","text","Risk Perception (RP)"
"yes","DENGUE_DEATH","text","Risk Perception (RP)"
"no","DENGUE_DEATH","text","Risk Perception (RP)"
"y","DENGUE_DEATH","text","Risk Perception (RP)"
"unk","DENGUE_DEATH","text","Risk Perception (RP)"
"u","DENGUE_DEATH","text","Risk Perception (RP)"
"nr","DENGUE_DEATH","text","Risk Perception (RP)"
"n","DENGUE_DEATH","text","Risk Perception (RP)"
"yes","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"no","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"unk","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"y","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"n","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"nr","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"u","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
