"Entity","Label","Type","Class"
"repelente  citronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"spray para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"citronellarepelente","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para la piel cobra","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"gel para hormigas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"granulado","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta electrica repelente para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega trampa","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"inyecciones para cucarachas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"inyecciones en gel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para la pielcitronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"veneno de ratones repelente para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampitas para cucaracha","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"nr","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"combat","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"granulado para hormigas veneno para ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para piel  espirales","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"real kill pega","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta  para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega para cucarachas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"yerbicida","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"velas de citronella cobra","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"0,4512","COMMUNITY_YEARS","numeric","Disparity Indicators (DI)"
"0,20","AWAY_MONDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_TUESDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_WEDNESDAY","numeric","Risk Indicator (RI)"
"0,20","AWAY_THURSDAY","numeric","Risk Indicator (RI)"
"0,20","AWAY_FRIDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_SATURDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_SUNDAY","numeric","Risk Indicator (RI)"
"6,38","PREGNANCY_WEEKS","numeric","Disparity Indicators (DI)"
"Inf,-Inf","ILL0_HOSPITALIZED_DAYS","numeric","Clinical History (CH)"
"1,16","ILL1_HOSPITALIZED_DAYS","numeric","Clinical History (CH)"
"1,9","NOP","numeric","Disparity Indicators (DI)"
"3,85","HM1_AGE","numeric","Disparity Indicators (DI)"
"0,483","HM2_AGE","numeric","Disparity Indicators (DI)"
"0,104","HM3_AGE","numeric","Disparity Indicators (DI)"
"0,92","HM4_AGE","numeric","Disparity Indicators (DI)"
"0,98","HM5_AGE","numeric","Disparity Indicators (DI)"
"0,93","HM6_AGE","numeric","Disparity Indicators (DI)"
"8,89","HM7_AGE","numeric","Disparity Indicators (DI)"
"2,76","HM8_AGE","numeric","Disparity Indicators (DI)"
"10,88","HM9_AGE","numeric","Disparity Indicators (DI)"
"0,2600000","INCOME","numeric","Disparity Indicators (DI)"
"69,420000","INCOME_MONTHS","numeric","Disparity Indicators (DI)"
"0,10000","EXTERMINATOR_12MO_COST","numeric","Preventive Behaviors (PB)"
"0,9000","INSECTICIDE_6MO_COST","numeric","Preventive Behaviors (PB)"
"2020-12-22,2023-09-15","COVID_POSITIVE_DT","date","Clinical History (CH)"
"2021-11-22,2023-03-16","ODATE","date","Clinical History (CH)"
