"Entity","Label","Type","Class"
"nqne","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"sone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"mone","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nore","EMPLOYMENT_INSIDE_SCREEN","text","Risk Indicator (RI)"
"always","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"sometimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"plways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"never","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"arways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"somytimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayo","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alaays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nemer","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nmver","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwaps","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevei","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"qlways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"pever","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayb","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwaws","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"iever","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aldays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwars","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"zlways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"acways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aljays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alqays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"neker","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aleays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"ilways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alyays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"apways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevep","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"hlways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"neveh","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"neber","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"sowetimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayx","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwzys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"inside","STUDY_LOCATION","text","Risk Indicator (RI)"
"both","STUDY_LOCATION","text","Risk Indicator (RI)"
"b","STUDY_LOCATION","text","Risk Indicator (RI)"
"insiye","STUDY_LOCATION","text","Risk Indicator (RI)"
"indide","STUDY_LOCATION","text","Risk Indicator (RI)"
"outside","STUDY_LOCATION","text","Risk Indicator (RI)"
"ioside","STUDY_LOCATION","text","Risk Indicator (RI)"
"enside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insibe","STUDY_LOCATION","text","Risk Indicator (RI)"
"jnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidm","STUDY_LOCATION","text","Risk Indicator (RI)"
"inlide","STUDY_LOCATION","text","Risk Indicator (RI)"
"mnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidc","STUDY_LOCATION","text","Risk Indicator (RI)"
"nr","STUDY_LOCATION","text","Risk Indicator (RI)"
"idside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidf","STUDY_LOCATION","text","Risk Indicator (RI)"
"ynside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insode","STUDY_LOCATION","text","Risk Indicator (RI)"
"ihside","STUDY_LOCATION","text","Risk Indicator (RI)"
"knside","STUDY_LOCATION","text","Risk Indicator (RI)"
"unside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insqde","STUDY_LOCATION","text","Risk Indicator (RI)"
"ifside","STUDY_LOCATION","text","Risk Indicator (RI)"
"inyide","STUDY_LOCATION","text","Risk Indicator (RI)"
"some","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"none","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nr","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonl","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all that open","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonk","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"a","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"unk","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nore","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonc","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nmne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nooe","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"qome","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noke","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonw","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noae","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonm","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ione","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nowe","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nune","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"vone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonf","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noge","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"oone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nhne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"gone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"wone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nong","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonh","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"npne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"rone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"node","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"soue","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"always","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"never","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"allays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwiys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevhr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alvays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neyer","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwaos","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neveh","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"zever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"albays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"qlways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"eometimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"wever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"xever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"mever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"someiimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"altays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevek","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevej","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"lever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"abways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"almays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"somesimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"somctimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alhays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alweys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nerer","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwoys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nover","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwfys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometpmes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevef","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"yes","INSURANCE","text","Disparity Indicators (DI)"
"y","INSURANCE","text","Disparity Indicators (DI)"
"no","INSURANCE","text","Disparity Indicators (DI)"
"nr","INSURANCE","text","Disparity Indicators (DI)"
"unk","INSURANCE","text","Disparity Indicators (DI)"
"n","INSURANCE","text","Disparity Indicators (DI)"
"ns","INSURANCE","text","Disparity Indicators (DI)"
"u","INSURANCE","text","Disparity Indicators (DI)"
"no","PREGNANT","text","Disparity Indicators (DI)"
"yes","PREGNANT","text","Disparity Indicators (DI)"
"n","PREGNANT","text","Disparity Indicators (DI)"
"u","PREGNANT","text","Disparity Indicators (DI)"
"nr","PREGNANT","text","Disparity Indicators (DI)"
"wr","PREGNANT","text","Disparity Indicators (DI)"
"unk","PREGNANT","text","Disparity Indicators (DI)"
"yes","VAX_FLU","text","Preventive Behaviors (PB)"
"no","VAX_FLU","text","Preventive Behaviors (PB)"
"n","VAX_FLU","text","Preventive Behaviors (PB)"
"unk","VAX_FLU","text","Preventive Behaviors (PB)"
"y","VAX_FLU","text","Preventive Behaviors (PB)"
"nr","VAX_FLU","text","Preventive Behaviors (PB)"
"u","VAX_FLU","text","Preventive Behaviors (PB)"
"kr","VAX_FLU","text","Preventive Behaviors (PB)"
"ar","VAX_FLU","text","Preventive Behaviors (PB)"
"no","COVID_POSITIVE","text","Clinical History (CH)"
"yes","COVID_POSITIVE","text","Clinical History (CH)"
"y","COVID_POSITIVE","text","Clinical History (CH)"
"nr","COVID_POSITIVE","text","Clinical History (CH)"
"n","COVID_POSITIVE","text","Clinical History (CH)"
"unk","COVID_POSITIVE","text","Clinical History (CH)"
"or","COVID_POSITIVE","text","Clinical History (CH)"
"yes","COVID_VAX","text","Preventive Behaviors (PB)"
"no","COVID_VAX","text","Preventive Behaviors (PB)"
"n","COVID_VAX","text","Preventive Behaviors (PB)"
"y","COVID_VAX","text","Preventive Behaviors (PB)"
"nr","COVID_VAX","text","Preventive Behaviors (PB)"
"3 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosei","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"p doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"t doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"b doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"a dose","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"c doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosev","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"u doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"j doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"1 dose","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"e doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dkses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 voses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"o doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dotes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dobes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosel","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"l doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"r doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"f doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"n doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"g doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"nr","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dpses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"i doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doshs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosps","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dvses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"z doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"q doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 loses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosqs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dojes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dozes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doseb","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"s doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosxs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 eoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosej","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doaes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosjs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 ooses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"h doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doseg","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 drses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doies","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosws","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 koses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dowes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosks","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 doees","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 qoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"v doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"w doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"d doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"k doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dodes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 moses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"m doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doseq","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosew","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dzses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dopes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"a doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 joses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosls","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 djses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"x doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 hoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 yoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 xoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dises","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dfses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dzses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 ddses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 goses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosms","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosvs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 loses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dnses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosep","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 uoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doseg","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"no","ILL0","text","Clinical History (CH)"
"n","ILL0","text","Clinical History (CH)"
"yes","ILL0","text","Clinical History (CH)"
"unk","ILL0","text","Clinical History (CH)"
"wr","ILL0","text","Clinical History (CH)"
"y","ILL0","text","Clinical History (CH)"
"nr","ILL0","text","Clinical History (CH)"
"yes","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"no","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"y","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"n","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"no","ILL0_HOSPITALIZED","text","Clinical History (CH)"
"no","ILL1","text","Clinical History (CH)"
"n","ILL1","text","Clinical History (CH)"
"yes","ILL1","text","Clinical History (CH)"
"nr","ILL1","text","Clinical History (CH)"
"y","ILL1","text","Clinical History (CH)"
"y","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"no","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"yes","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"n","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"nr","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"no","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"n","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"yes","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"parely","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekly","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"daily","BITE_FREQUENCY","text","Risk Perception (RP)"
"somntimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"cometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"never","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarqly","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevgr","BITE_FREQUENCY","text","Risk Perception (RP)"
"nr","BITE_FREQUENCY","text","Risk Perception (RP)"
"somutimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"swmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarery","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimds","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometzmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dlily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rvrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailu","BITE_FREQUENCY","text","Risk Perception (RP)"
"rwrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"daoly","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarels","BITE_FREQUENCY","text","Risk Perception (RP)"
"someximes","BITE_FREQUENCY","text","Risk Perception (RP)"
"xometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevjr","BITE_FREQUENCY","text","Risk Perception (RP)"
"dairy","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimez","BITE_FREQUENCY","text","Risk Perception (RP)"
"sombtimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dauly","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimps","BITE_FREQUENCY","text","Risk Perception (RP)"
"slmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarjly","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometvmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometjmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekli","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekpy","BITE_FREQUENCY","text","Risk Perception (RP)"
"eometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"nerer","BITE_FREQUENCY","text","Risk Perception (RP)"
"jaily","BITE_FREQUENCY","text","Risk Perception (RP)"
"ntver","BITE_FREQUENCY","text","Risk Perception (RP)"
"wewkly","BITE_FREQUENCY","text","Risk Perception (RP)"
"sooetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"duily","BITE_FREQUENCY","text","Risk Perception (RP)"
"neuer","BITE_FREQUENCY","text","Risk Perception (RP)"
"rkrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometioes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rsrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailh","BITE_FREQUENCY","text","Risk Perception (RP)"
"waily","BITE_FREQUENCY","text","Risk Perception (RP)"
"dainy","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareay","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimns","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekvy","BITE_FREQUENCY","text","Risk Perception (RP)"
"wpekly","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelg","BITE_FREQUENCY","text","Risk Perception (RP)"
"rhrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"ncver","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimer","BITE_FREQUENCY","text","Risk Perception (RP)"
"soeetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometifes","BITE_FREQUENCY","text","Risk Perception (RP)"
"damly","BITE_FREQUENCY","text","Risk Perception (RP)"
"daila","BITE_FREQUENCY","text","Risk Perception (RP)"
"yarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometbmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"harely","BITE_FREQUENCY","text","Risk Perception (RP)"
"qarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"raaely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sotetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"somttimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimen","BITE_FREQUENCY","text","Risk Perception (RP)"
"rahely","BITE_FREQUENCY","text","Risk Perception (RP)"
"somekimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimcs","BITE_FREQUENCY","text","Risk Perception (RP)"
"fever","BITE_FREQUENCY","text","Risk Perception (RP)"
"rayely","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailk","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailp","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimed","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekla","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailg","BITE_FREQUENCY","text","Risk Perception (RP)"
"jometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"ranely","BITE_FREQUENCY","text","Risk Perception (RP)"
"souetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"raregy","BITE_FREQUENCY","text","Risk Perception (RP)"
"nometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarfly","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailv","BITE_FREQUENCY","text","Risk Perception (RP)"
"rapely","BITE_FREQUENCY","text","Risk Perception (RP)"
"stmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"xarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelf","BITE_FREQUENCY","text","Risk Perception (RP)"
"somztimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimbs","BITE_FREQUENCY","text","Risk Perception (RP)"
"oarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"datly","BITE_FREQUENCY","text","Risk Perception (RP)"
"spmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometizes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelx","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareey","BITE_FREQUENCY","text","Risk Perception (RP)"
"daqly","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevir","BITE_FREQUENCY","text","Risk Perception (RP)"
"dyily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarxly","BITE_FREQUENCY","text","Risk Perception (RP)"
"peekly","BITE_FREQUENCY","text","Risk Perception (RP)"
"neveg","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailt","BITE_FREQUENCY","text","Risk Perception (RP)"
"iometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dzily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rfrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sdmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"uarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"no","HX_DENV","text","Risk Perception (RP)"
"yes","HX_DENV","text","Risk Perception (RP)"
"n","HX_DENV","text","Risk Perception (RP)"
"unk","HX_DENV","text","Risk Perception (RP)"
"nr","HX_DENV","text","Risk Perception (RP)"
"y","HX_DENV","text","Risk Perception (RP)"
"u","HX_DENV","text","Risk Perception (RP)"
"no","HX_DENV_KNOWN","text","Risk Perception (RP)"
"yes","HX_DENV_KNOWN","text","Risk Perception (RP)"
"n","HX_DENV_KNOWN","text","Risk Perception (RP)"
"unk","HX_DENV_KNOWN","text","Risk Perception (RP)"
"y","HX_DENV_KNOWN","text","Risk Perception (RP)"
"nr","HX_DENV_KNOWN","text","Risk Perception (RP)"
"yes","DENGUE_DEATH","text","Risk Perception (RP)"
"unk","DENGUE_DEATH","text","Risk Perception (RP)"
"no","DENGUE_DEATH","text","Risk Perception (RP)"
"y","DENGUE_DEATH","text","Risk Perception (RP)"
"u","DENGUE_DEATH","text","Risk Perception (RP)"
"nr","DENGUE_DEATH","text","Risk Perception (RP)"
"n","DENGUE_DEATH","text","Risk Perception (RP)"
"wr","DENGUE_DEATH","text","Risk Perception (RP)"
"yes","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"unk","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"no","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"y","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"n","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"nr","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"mr","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"u","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"no","CHILD_UNDER18","text","Disparity Indicators (DI)"
"y","CHILD_UNDER18","text","Disparity Indicators (DI)"
