"Entity","Label","Type","Class"
"sometimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayf","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwafs","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"neyer","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwuys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevtr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"somedimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayn","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nlways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"abways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"somttimes","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nnver","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"clways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwnys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"uever","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"neler","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"sometides","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alqays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwmys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nevec","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aldays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"vlways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aqways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"np","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"amways","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayr","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwayk","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alzays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwans","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"nf","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aloays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"niver","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"alwkys","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"aljays","EMPLOYMENT_INSIDE_AC","text","Risk Indicator (RI)"
"insibe","STUDY_LOCATION","text","Risk Indicator (RI)"
"inside","STUDY_LOCATION","text","Risk Indicator (RI)"
"both","STUDY_LOCATION","text","Risk Indicator (RI)"
"ynside","STUDY_LOCATION","text","Risk Indicator (RI)"
"b","STUDY_LOCATION","text","Risk Indicator (RI)"
"iiside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidz","STUDY_LOCATION","text","Risk Indicator (RI)"
"outside","STUDY_LOCATION","text","Risk Indicator (RI)"
"itside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidl","STUDY_LOCATION","text","Risk Indicator (RI)"
"nr","STUDY_LOCATION","text","Risk Indicator (RI)"
"inpide","STUDY_LOCATION","text","Risk Indicator (RI)"
"insnde","STUDY_LOCATION","text","Risk Indicator (RI)"
"inskde","STUDY_LOCATION","text","Risk Indicator (RI)"
"bnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"iyside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insode","STUDY_LOCATION","text","Risk Indicator (RI)"
"insile","STUDY_LOCATION","text","Risk Indicator (RI)"
"insike","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidd","STUDY_LOCATION","text","Risk Indicator (RI)"
"hnside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidq","STUDY_LOCATION","text","Risk Indicator (RI)"
"inyide","STUDY_LOCATION","text","Risk Indicator (RI)"
"incide","STUDY_LOCATION","text","Risk Indicator (RI)"
"iaside","STUDY_LOCATION","text","Risk Indicator (RI)"
"insidw","STUDY_LOCATION","text","Risk Indicator (RI)"
"insiqe","STUDY_LOCATION","text","Risk Indicator (RI)"
"inwide","STUDY_LOCATION","text","Risk Indicator (RI)"
"insxde","STUDY_LOCATION","text","Risk Indicator (RI)"
"all","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"some","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"none","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"a","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ncne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonc","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"fone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonx","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonv","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nome","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonu","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noae","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"unk","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"aone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nyne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nr","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"sooe","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nvne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nore","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"all that open","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nonh","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"dome","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"somp","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"ione","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nkne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"somz","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"yone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"u","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"sone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nene","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"noge","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"nmne","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"bone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"mone","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"node","STUDY_INSIDE_SCREEN","text","Risk Indicator (RI)"
"never","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"always","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neveo","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwayk","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevqr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nqver","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"somytimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neveg","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometihes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nevmr","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"neeer","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"somftimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwags","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"aoways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"slways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"rlways","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"swmetimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometikes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"aliays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"wever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwbys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"sometimws","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"skmetimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nnver","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwayl","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"gever","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"ntver","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"albays","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwaws","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"nejer","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"alwuys","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"srmetimes","STUDY_INSIDE_AC","text","Risk Indicator (RI)"
"yes","INSURANCE","text","Disparity Indicators (DI)"
"no","INSURANCE","text","Disparity Indicators (DI)"
"y","INSURANCE","text","Disparity Indicators (DI)"
"nr","INSURANCE","text","Disparity Indicators (DI)"
"unk","INSURANCE","text","Disparity Indicators (DI)"
"no","PREGNANT","text","Disparity Indicators (DI)"
"n","PREGNANT","text","Disparity Indicators (DI)"
"yes","PREGNANT","text","Disparity Indicators (DI)"
"nr","PREGNANT","text","Disparity Indicators (DI)"
"unk","PREGNANT","text","Disparity Indicators (DI)"
"hr","PREGNANT","text","Disparity Indicators (DI)"
"yes","VAX_FLU","text","Preventive Behaviors (PB)"
"no","VAX_FLU","text","Preventive Behaviors (PB)"
"y","VAX_FLU","text","Preventive Behaviors (PB)"
"n","VAX_FLU","text","Preventive Behaviors (PB)"
"unk","VAX_FLU","text","Preventive Behaviors (PB)"
"nr","VAX_FLU","text","Preventive Behaviors (PB)"
"u","VAX_FLU","text","Preventive Behaviors (PB)"
"no","COVID_POSITIVE","text","Clinical History (CH)"
"yes","COVID_POSITIVE","text","Clinical History (CH)"
"n","COVID_POSITIVE","text","Clinical History (CH)"
"y","COVID_POSITIVE","text","Clinical History (CH)"
"nr","COVID_POSITIVE","text","Clinical History (CH)"
"unk","COVID_POSITIVE","text","Clinical History (CH)"
"yes","COVID_VAX","text","Preventive Behaviors (PB)"
"no","COVID_VAX","text","Preventive Behaviors (PB)"
"y","COVID_VAX","text","Preventive Behaviors (PB)"
"n","COVID_VAX","text","Preventive Behaviors (PB)"
"nr","COVID_VAX","text","Preventive Behaviors (PB)"
"2 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"1 dose","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dojes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"u doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"h doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dcses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"m doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 hoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doszs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 woses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dodes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 qoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"j doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"n doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"e doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doseu","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosas","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dotes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dmses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"c doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"t doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dores","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"y doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 toses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dones","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 aoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dmses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"o doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dozes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"l doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosjs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 koses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosem","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"a doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"s doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"i doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"nr","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"g doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dosen","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"q doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"x doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doser","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"d doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosxs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dmses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 doyes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dooes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dkses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dnses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 ddses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 roses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"k doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dotes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosec","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dqses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dores","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"w doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"r doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 moses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosel","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dbses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosas","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"p doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosez","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosel","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"z doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dases","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"1 dore","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"1 doss","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosem","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosen","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dkses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dobes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dhses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doaes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosew","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosfs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 deses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dyses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"v doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"l dose","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 doces","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"4 dohes","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosev","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosjs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dzses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosey","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"b doses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 ioses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosus","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 ooses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 dosbs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"3 voses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 xoses","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"2 dosbs","COVID_VAX_DOSES","text","Preventive Behaviors (PB)"
"no","ILL0","text","Clinical History (CH)"
"n","ILL0","text","Clinical History (CH)"
"yes","ILL0","text","Clinical History (CH)"
"unk","ILL0","text","Clinical History (CH)"
"nr","ILL0","text","Clinical History (CH)"
"y","ILL0","text","Clinical History (CH)"
"yes","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"no","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"n","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"y","SOUGHT_CARE_L7D","text","Clinical History (CH)"
"no","ILL0_HOSPITALIZED","text","Clinical History (CH)"
"n","ILL0_HOSPITALIZED","text","Clinical History (CH)"
"no","ILL1","text","Clinical History (CH)"
"yes","ILL1","text","Clinical History (CH)"
"n","ILL1","text","Clinical History (CH)"
"y","ILL1","text","Clinical History (CH)"
"nr","ILL1","text","Clinical History (CH)"
"nu","ILL1","text","Clinical History (CH)"
"fr","ILL1","text","Clinical History (CH)"
"no","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"yes","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"n","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"nr","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"y","SOUGHT_CARE_L12MO","text","Clinical History (CH)"
"no","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"n","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"yes","ILL1_HOSPITALIZED","text","Clinical History (CH)"
"sometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"daily","BITE_FREQUENCY","text","Risk Perception (RP)"
"daiey","BITE_FREQUENCY","text","Risk Perception (RP)"
"never","BITE_FREQUENCY","text","Risk Perception (RP)"
"dahly","BITE_FREQUENCY","text","Risk Perception (RP)"
"vometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"ssmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekly","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarexy","BITE_FREQUENCY","text","Risk Perception (RP)"
"nener","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometiies","BITE_FREQUENCY","text","Risk Perception (RP)"
"nr","BITE_FREQUENCY","text","Risk Perception (RP)"
"ranely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometipes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dainy","BITE_FREQUENCY","text","Risk Perception (RP)"
"spmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"raxely","BITE_FREQUENCY","text","Risk Perception (RP)"
"qaily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rhrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareay","BITE_FREQUENCY","text","Risk Perception (RP)"
"doily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rorely","BITE_FREQUENCY","text","Risk Perception (RP)"
"somftimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"somttimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"zarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"yaily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareky","BITE_FREQUENCY","text","Risk Perception (RP)"
"soretimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"raily","BITE_FREQUENCY","text","Risk Perception (RP)"
"tometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rirely","BITE_FREQUENCY","text","Risk Perception (RP)"
"gometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimts","BITE_FREQUENCY","text","Risk Perception (RP)"
"weekby","BITE_FREQUENCY","text","Risk Perception (RP)"
"rqrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rayely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometiees","BITE_FREQUENCY","text","Risk Perception (RP)"
"qometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"neeer","BITE_FREQUENCY","text","Risk Perception (RP)"
"sogetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rasely","BITE_FREQUENCY","text","Risk Perception (RP)"
"svmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometemes","BITE_FREQUENCY","text","Risk Perception (RP)"
"weeklo","BITE_FREQUENCY","text","Risk Perception (RP)"
"rareuy","BITE_FREQUENCY","text","Risk Perception (RP)"
"lometimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rajely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rdrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"daidy","BITE_FREQUENCY","text","Risk Perception (RP)"
"raqely","BITE_FREQUENCY","text","Risk Perception (RP)"
"rtrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimeo","BITE_FREQUENCY","text","Risk Perception (RP)"
"rabely","BITE_FREQUENCY","text","Risk Perception (RP)"
"somhtimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"daill","BITE_FREQUENCY","text","Risk Perception (RP)"
"slmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"veekly","BITE_FREQUENCY","text","Risk Perception (RP)"
"mever","BITE_FREQUENCY","text","Risk Perception (RP)"
"somewimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevee","BITE_FREQUENCY","text","Risk Perception (RP)"
"weeklw","BITE_FREQUENCY","text","Risk Perception (RP)"
"sonetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"jr","BITE_FREQUENCY","text","Risk Perception (RP)"
"webkly","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometises","BITE_FREQUENCY","text","Risk Perception (RP)"
"oarely","BITE_FREQUENCY","text","Risk Perception (RP)"
"soqetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"necer","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarfly","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarezy","BITE_FREQUENCY","text","Risk Perception (RP)"
"rprely","BITE_FREQUENCY","text","Risk Perception (RP)"
"datly","BITE_FREQUENCY","text","Risk Perception (RP)"
"weewly","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometymes","BITE_FREQUENCY","text","Risk Perception (RP)"
"dailb","BITE_FREQUENCY","text","Risk Perception (RP)"
"wvekly","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevjr","BITE_FREQUENCY","text","Risk Perception (RP)"
"eaily","BITE_FREQUENCY","text","Risk Perception (RP)"
"semetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rauely","BITE_FREQUENCY","text","Risk Perception (RP)"
"raroly","BITE_FREQUENCY","text","Risk Perception (RP)"
"dasly","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarelu","BITE_FREQUENCY","text","Risk Perception (RP)"
"paily","BITE_FREQUENCY","text","Risk Perception (RP)"
"neber","BITE_FREQUENCY","text","Risk Perception (RP)"
"qever","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometumes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometiwes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometgmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarrly","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimeu","BITE_FREQUENCY","text","Risk Perception (RP)"
"sxmetimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"oever","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimek","BITE_FREQUENCY","text","Risk Perception (RP)"
"nsver","BITE_FREQUENCY","text","Risk Perception (RP)"
"dyily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rxrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometizes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimeg","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevet","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometpmes","BITE_FREQUENCY","text","Risk Perception (RP)"
"sometimel","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarejy","BITE_FREQUENCY","text","Risk Perception (RP)"
"rarjly","BITE_FREQUENCY","text","Risk Perception (RP)"
"somehimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"rafely","BITE_FREQUENCY","text","Risk Perception (RP)"
"nevbr","BITE_FREQUENCY","text","Risk Perception (RP)"
"deily","BITE_FREQUENCY","text","Risk Perception (RP)"
"rjrely","BITE_FREQUENCY","text","Risk Perception (RP)"
"somwtimes","BITE_FREQUENCY","text","Risk Perception (RP)"
"no","HX_DENV","text","Risk Perception (RP)"
"yes","HX_DENV","text","Risk Perception (RP)"
"n","HX_DENV","text","Risk Perception (RP)"
"nr","HX_DENV","text","Risk Perception (RP)"
"unk","HX_DENV","text","Risk Perception (RP)"
"y","HX_DENV","text","Risk Perception (RP)"
"u","HX_DENV","text","Risk Perception (RP)"
"no","HX_DENV_KNOWN","text","Risk Perception (RP)"
"yes","HX_DENV_KNOWN","text","Risk Perception (RP)"
"unk","HX_DENV_KNOWN","text","Risk Perception (RP)"
"n","HX_DENV_KNOWN","text","Risk Perception (RP)"
"y","HX_DENV_KNOWN","text","Risk Perception (RP)"
"nr","HX_DENV_KNOWN","text","Risk Perception (RP)"
"ur","HX_DENV_KNOWN","text","Risk Perception (RP)"
"u","HX_DENV_KNOWN","text","Risk Perception (RP)"
"yes","DENGUE_DEATH","text","Risk Perception (RP)"
"no","DENGUE_DEATH","text","Risk Perception (RP)"
"y","DENGUE_DEATH","text","Risk Perception (RP)"
"lr","DENGUE_DEATH","text","Risk Perception (RP)"
"unk","DENGUE_DEATH","text","Risk Perception (RP)"
"n","DENGUE_DEATH","text","Risk Perception (RP)"
"u","DENGUE_DEATH","text","Risk Perception (RP)"
"nr","DENGUE_DEATH","text","Risk Perception (RP)"
"yes","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"no","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
"y","VAX_DENV_FREE","text","Preventive Behaviors (PB)"
